# from http://www.magnetkern.de/spektrum.html
rgb,CIECAM02,width
89ff00,552.07,0.13999999999998636
8aff00,552.21,0.13999999999998636
8bff00,552.35,0.14999999999997726
8cff00,552.5,0.13999999999998636
8dff00,552.64,0.14999999999997726
8eff00,552.79,0.15000000000009095
8fff00,552.94,0.14999999999997726
90ff00,553.09,0.14999999999997726
91ff00,553.24,0.14999999999997726
92ff00,553.39,0.15999999999996817
93ff00,553.55,0.15000000000009095
94ff00,553.7,0.16999999999995907
95ff00,553.87,0.14999999999997726
96ff00,554.02,0.17000000000007276
97ff00,554.19,0.14999999999997726
98ff00,554.34,0.16999999999995907
99ff00,554.51,0.16999999999995907
9aff00,554.68,0.16000000000008185
9bff00,554.84,0.16999999999995907
9cff00,555.01,0.13999999999998636
9dff00,555.15,0.14999999999997726
9eff00,555.3,0.14000000000010004
9fff00,555.44,0.14999999999997726
a0ff00,555.59,0.13999999999998636
a1ff00,555.73,0.14999999999997726
a2ff00,555.88,0.14999999999997726
a3ff00,556.03,0.16000000000008185
a4ff00,556.19,0.13999999999998636
a5ff00,556.33,0.15999999999996817
a6ff00,556.49,0.15999999999996817
a7ff00,556.65,0.14999999999997726
a8ff00,556.8,0.16000000000008185
a9ff00,556.96,0.15999999999996817
aaff00,557.12,0.16999999999995907
abff00,557.29,0.15000000000009095
acff00,557.44,0.16999999999995907
adff00,557.61,0.15999999999996817
aeff00,557.77,0.17000000000007276
afff00,557.94,0.16999999999995907
b0ff00,558.11,0.16999999999995907
b1ff00,558.28,0.17000000000007276
b2ff00,558.45,0.16999999999995907
b3ff00,558.62,0.16999999999995907
b4ff00,558.79,0.17000000000007276
b5ff00,558.96,0.17999999999994998
b6ff00,559.14,0.16999999999995907
b7ff00,559.31,0.18000000000006366
b8ff00,559.49,0.17999999999994998
b9ff00,559.67,0.18000000000006366
baff00,559.85,0.16999999999995907
bbff00,560.02,0.15999999999996817
bcff00,560.18,0.15000000000009095
bdff00,560.33,0.14999999999997726
beff00,560.48,0.15999999999996817
bfff00,560.64,0.14999999999997726
c0ff00,560.79,0.16000000000008185
c1ff00,560.95,0.15999999999996817
c2ff00,561.11,0.15999999999996817
c3ff00,561.27,0.14999999999997726
c4ff00,561.42,0.17000000000007276
c5ff00,561.59,0.15999999999996817
c6ff00,561.75,0.15999999999996817
c7ff00,561.91,0.17000000000007276
c8ff00,562.08,0.15999999999996817
c9ff00,562.24,0.16999999999995907
caff00,562.41,0.16000000000008185
cbff00,562.57,0.16999999999995907
ccff00,562.74,0.16999999999995907
cdff00,562.91,0.17000000000007276
ceff00,563.08,0.16999999999995907
cfff00,563.25,0.16999999999995907
d0ff00,563.42,0.18000000000006366
d1ff00,563.6,0.16999999999995907
d2ff00,563.77,0.17000000000007276
d3ff00,563.94,0.17999999999994998
d4ff00,564.12,0.16999999999995907
d5ff00,564.29,0.18000000000006366
d6ff00,564.47,0.17999999999994998
d7ff00,564.65,0.18000000000006366
d8ff00,564.83,0.16999999999995907
d9ff00,565.0,0.15999999999996817
daff00,565.16,0.14999999999997726
dbff00,565.31,0.15000000000009095
dcff00,565.46,0.14999999999997726
ddff00,565.61,0.15999999999996817
deff00,565.77,0.14999999999997726
dfff00,565.92,0.16000000000008185
e0ff00,566.08,0.15999999999996817
e1ff00,566.24,0.14999999999997726
e2ff00,566.39,0.15999999999996817
e3ff00,566.55,0.16000000000008185
e4ff00,566.71,0.15999999999996817
e5ff00,566.87,0.15999999999996817
e6ff00,567.03,0.16000000000008185
e7ff00,567.19,0.15999999999996817
e8ff00,567.35,0.15999999999996817
e9ff00,567.51,0.15999999999996817
eaff00,567.67,0.16000000000008185
ebff00,567.83,0.15999999999996817
ecff00,567.99,0.16999999999995907
edff00,568.16,0.16000000000008185
eeff00,568.32,0.15999999999996817
efff00,568.48,0.16999999999995907
f0ff00,568.65,0.15999999999996817
f1ff00,568.81,0.17000000000007276
f2ff00,568.98,0.15999999999996817
f3ff00,569.14,0.16999999999995907
f4ff00,569.31,0.17000000000007276
f5ff00,569.48,0.15999999999996817
f6ff00,569.64,0.16999999999995907
f7ff00,569.81,0.17000000000007276
f8ff00,569.98,0.14999999999997726
f9ff00,570.13,0.13999999999998636
faff00,570.27,0.14999999999997726
fbff00,570.42,0.15000000000009095
fcff00,570.57,0.13999999999998636
fdff00,570.71,0.14999999999997726
feff00,570.86,0.14999999999997726
ffff00,571.01,0.13999999999998636
fffe00,571.15,0.14999999999997726
fffd00,571.3,0.15000000000009095
fffc00,571.45,0.15999999999996817
fffb00,571.61,0.14999999999997726
fffa00,571.76,0.15999999999996817
fff900,571.92,0.15000000000009095
fff800,572.07,0.15999999999996817
fff700,572.23,0.15999999999996817
fff600,572.39,0.15999999999996817
fff500,572.55,0.16000000000008185
fff400,572.71,0.16999999999995907
fff300,572.88,0.15999999999996817
fff200,573.04,0.17000000000007276
fff100,573.21,0.15999999999996817
fff000,573.37,0.16999999999995907
ffef00,573.54,0.18000000000006366
ffee00,573.72,0.16999999999995907
ffed00,573.89,0.16999999999995907
ffec00,574.06,0.18000000000006366
ffeb00,574.24,0.17999999999994998
ffea00,574.42,0.17000000000007276
ffe900,574.59,0.17999999999994998
ffe800,574.77,0.18000000000006366
ffe700,574.95,0.16999999999995907
ffe600,575.12,0.16999999999995907
ffe500,575.29,0.17000000000007276
ffe400,575.46,0.15999999999996817
ffe300,575.62,0.16999999999995907
ffe200,575.79,0.18000000000006366
ffe100,575.97,0.16999999999995907
ffe000,576.14,0.16999999999995907
ffdf00,576.31,0.18000000000006366
ffde00,576.49,0.16999999999995907
ffdd00,576.66,0.18000000000006366
ffdc00,576.84,0.17999999999994998
ffdb00,577.02,0.18000000000006366
ffda00,577.2,0.17999999999994998
ffd900,577.38,0.19000000000005457
ffd800,577.57,0.17999999999994998
ffd700,577.75,0.19000000000005457
ffd600,577.94,0.17999999999994998
ffd500,578.12,0.20000000000004547
ffd400,578.32,0.18999999999994088
ffd300,578.51,0.19000000000005457
ffd200,578.7,0.18999999999994088
ffd100,578.89,0.20000000000004547
ffd000,579.09,0.1999999999999318
ffcf00,579.29,0.20000000000004547
ffce00,579.49,0.20000000000004547
ffcd00,579.69,0.1999999999999318
ffcc00,579.89,0.19000000000005457
ffcb00,580.08,0.1999999999999318
ffca00,580.28,0.19000000000005457
ffc900,580.47,0.1999999999999318
ffc800,580.67,0.18000000000006366
ffc700,580.85,0.1999999999999318
ffc600,581.05,0.20000000000004547
ffc500,581.25,0.20000000000004547
ffc400,581.45,0.1999999999999318
ffc300,581.65,0.20000000000004547
ffc200,581.85,0.1999999999999318
ffc100,582.05,0.20000000000004547
ffc000,582.25,0.20000000000004547
ffbf00,582.45,0.2099999999999227
ffbe00,582.66,0.20000000000004547
ffbd00,582.86,0.22000000000002728
ffbc00,583.08,0.1999999999999318
ffbb00,583.28,0.22000000000002728
ffba00,583.5,0.21000000000003638
ffb900,583.71,0.2199999999999136
ffb800,583.93,0.21000000000003638
ffb700,584.14,0.22000000000002728
ffb600,584.36,0.22000000000002728
ffb500,584.58,0.2199999999999136
ffb400,584.8,0.22000000000002728
ffb300,585.02,0.21000000000003638
ffb200,585.23,0.21000000000003638
ffb100,585.44,0.2299999999999045
ffb000,585.67,0.21000000000003638
ffaf00,585.88,0.2300000000000182
ffae00,586.11,0.21000000000003638
ffad00,586.32,0.2199999999999136
ffac00,586.54,0.22000000000002728
ffab00,586.76,0.22000000000002728
ffaa00,586.98,0.2300000000000182
ffa900,587.21,0.2199999999999136
ffa800,587.43,0.2300000000000182
ffa700,587.66,0.2300000000000182
ffa600,587.89,0.22000000000002728
ffa500,588.11,0.2300000000000182
ffa400,588.34,0.2400000000000091
ffa300,588.58,0.2199999999999136
ffa200,588.8,0.2400000000000091
ffa100,589.04,0.22000000000002728
ffa000,589.26,0.2400000000000091
ff9f00,589.5,0.2400000000000091
ff9e00,589.74,0.2400000000000091
ff9d00,589.98,0.2400000000000091
ff9c00,590.22,0.2400000000000091
ff9b00,590.46,0.2400000000000091
ff9a00,590.7,0.2299999999999045
ff9900,590.93,0.2400000000000091
ff9800,591.17,0.2400000000000091
ff9700,591.41,0.25
ff9600,591.66,0.2300000000000182
ff9500,591.89,0.2400000000000091
ff9400,592.13,0.25
ff9300,592.38,0.25
ff9200,592.63,0.2300000000000182
ff9100,592.86,0.2400000000000091
ff9000,593.1,0.25
ff8f00,593.35,0.2400000000000091
ff8e00,593.59,0.25
ff8d00,593.84,0.2400000000000091
ff8c00,594.08,0.25
ff8b00,594.33,0.2400000000000091
ff8a00,594.57,0.2399999999998954
ff8900,594.81,0.2600000000001046
ff8800,595.07,0.2599999999999909
ff8700,595.33,0.2599999999999909
ff8600,595.59,0.2799999999999727
ff8500,595.87,0.2699999999999818
ff8400,596.14,0.2699999999999818
ff8300,596.41,0.2699999999999818
ff8200,596.68,0.2700000000000955
ff8100,596.95,0.2599999999999909
ff8000,597.21,0.2699999999999818
ff7f00,597.48,0.2599999999999909
ff7e00,597.74,0.2799999999999727
ff7d00,598.02,0.2599999999999909
ff7c00,598.28,0.2699999999999818
ff7b00,598.55,0.2700000000000955
ff7a00,598.82,0.2699999999999818
ff7900,599.09,0.2699999999999818
ff7800,599.36,0.2699999999999818
ff7700,599.63,0.2599999999999909
ff7600,599.89,0.2699999999999818
ff7500,600.16,0.2900000000000773
ff7400,600.45,0.2799999999999727
ff7300,600.73,0.2599999999999909
ff7200,600.99,0.2799999999999727
ff7100,601.27,0.3000000000000682
ff7000,601.57,0.2799999999999727
ff6f00,601.85,0.2699999999999818
ff6e00,602.12,0.2899999999999636
ff6d00,602.41,0.2699999999999818
ff6c00,602.68,0.2800000000000864
ff6b00,602.96,0.2799999999999727
ff6a00,603.24,0.2799999999999727
ff6900,603.52,0.2899999999999636
ff6800,603.81,0.2800000000000864
ff6700,604.09,0.2899999999999636
ff6600,604.38,0.2799999999999727
ff6500,604.66,0.2800000000000864
ff6400,604.94,0.2999999999999545
ff6300,605.24,0.2799999999999727
ff6200,605.52,0.2799999999999727
ff6100,605.8,0.3000000000000682
ff6000,606.1,0.2999999999999545
ff5f00,606.4,0.2900000000000773
ff5e00,606.69,0.2899999999999636
ff5d00,606.98,0.30999999999994543
ff5c00,607.29,0.2800000000000864
ff5b00,607.57,0.30999999999994543
ff5a00,607.88,0.32000000000005
ff5900,608.2,0.30999999999994543
ff5800,608.51,0.32000000000005
ff5700,608.83,0.30999999999994543
ff5600,609.14,0.32000000000005
ff5500,609.46,0.31999999999993634
ff5400,609.78,0.32000000000005
ff5300,610.1,0.2699999999999818
ff5200,610.37,0.2899999999999636
ff5100,610.66,0.2900000000000773
ff5000,610.95,0.2799999999999727
ff4f00,611.23,0.2799999999999727
ff4e00,611.51,0.2999999999999545
ff4d00,611.81,0.3000000000000682
ff4c00,612.11,0.2899999999999636
ff4b00,612.4,0.32000000000005
ff4a00,612.72,0.30999999999994543
ff4900,613.03,0.3300000000000409
ff4800,613.36,0.31999999999993634
ff4700,613.68,0.3300000000000409
ff4600,614.01,0.34000000000003183
ff4500,614.35,0.37999999999999545
ff4400,614.73,0.36000000000001364
ff4300,615.09,0.2300000000000182
ff4200,615.32,0.2599999999999909
ff4100,615.58,0.2899999999999636
ff4000,615.87,0.25
ff3f00,616.12,0.2799999999999727
ff3e00,616.4,0.2799999999999727
ff3d00,616.68,0.2700000000000955
ff3c00,616.95,0.2999999999999545
ff3b00,617.25,0.2899999999999636
ff3a00,617.54,0.3100000000000591
ff3900,617.85,0.31999999999993634
ff3800,618.17,0.3000000000000682
ff3700,618.47,0.36000000000001364
ff3600,618.83,0.36000000000001364
ff3500,619.19,0.39999999999997726
ff3400,619.59,0.4399999999999409
ff3300,620.03,0.21000000000003638
ff3200,620.24,0.25
ff3100,620.49,0.18999999999994088
ff3000,620.68,0.2400000000000091
ff2f00,620.92,0.22000000000002728
ff2e00,621.14,0.2599999999999909
ff2d00,621.4,0.21000000000003638
ff2c00,621.61,0.25
ff2b00,621.86,0.2799999999999727
ff2a00,622.14,0.2300000000000182
ff2900,622.37,0.2699999999999818
ff2800,622.64,0.3000000000000682
ff2700,622.94,0.2899999999999636
ff2600,623.23,0.2799999999999727
ff2500,623.51,0.35000000000002274
ff2400,623.86,0.37999999999999545
ff2300,624.24,0.4800000000000182
ff2200,624.72,0.38999999999998636
ff2100,625.11,0.13999999999998636
ff2000,625.25,0.17999999999994998
ff1f00,625.43,0.18000000000006366
ff1e00,625.61,0.15999999999996817
ff1d00,625.77,0.15999999999996817
ff1c00,625.93,0.16000000000008185
ff1b00,626.09,0.13999999999998636
ff1a00,626.23,0.18999999999994088
ff1900,626.42,0.13999999999998636
ff1800,626.56,0.17000000000007276
ff1700,626.73,0.16999999999995907
ff1600,626.9,0.15999999999996817
ff1500,627.06,0.15000000000009095
ff1400,627.21,0.14999999999997726
ff1300,627.36,0.13999999999998636
ff1200,627.5,0.17999999999994998
ff1100,627.68,0.17000000000007276
ff1000,627.85,0.16999999999995907
ff0f00,628.02,0.15999999999996817
ff0e00,628.18,0.16000000000008185
ff0d00,628.34,0.14999999999997726
ff0c00,628.49,0.18999999999994088
ff0b00,628.68,0.18000000000006366
ff0a00,628.86,0.17999999999994998
ff0900,629.04,0.22000000000002728
ff0800,629.26,0.3100000000000591
ff0700,629.57,0.4899999999998954
ff0600,630.06,0.06000000000005912
ff0500,630.12,0.05999999999994543
ff0400,630.18,0.06000000000005912
ff0300,630.24,0.11000000000001364
ff0200,630.35,0.05999999999994543
ff0100,630.41,0.06000000000005912
ff0000,630.47,0.2400000000000091
ff0001,630.71,0.17999999999994998
ff0002,630.89,0.19000000000005457
ff0003,631.08,0.2299999999999045
ff0004,631.31,0.2300000000000182
ff0005,631.54,0.2300000000000182
ff0006,631.77,0.2400000000000091
ff0007,632.01,0.2799999999999727
ff0008,632.29,0.2800000000000864
ff0009,632.57,0.32999999999992724
ff000a,632.9,0.3300000000000409
ff000b,633.23,0.4900000000000091
ff000c,633.72,0.8299999999999272
ff000d,634.55,0.6800000000000637
ff000e,635.23,0.2400000000000091
ff000f,635.47,0.2999999999999545
ff0010,635.77,0.32000000000005
ff0011,636.09,0.30999999999994543
ff0012,636.4,0.4500000000000455
ff0013,636.85,0.4499999999999318
ff0014,637.3,0.57000000000005
ff0015,637.87,0.8600000000000136
ff0016,638.73,1.5
ff0017,640.23,0.42999999999995
ff0018,640.66,0.5199999999999818
ff0019,641.18,0.5900000000000318
ff001a,641.77,0.75
ff001b,642.52,1.1800000000000637
ff001c,643.7,1.8899999999999864
ff001d,645.59,0.7400000000000091
ff001e,646.33,1.0399999999999636
ff001f,647.37,2.8799999999999955
ff0020,650.25,0.9800000000000182
ff0021,651.23,1.3500000000000227
ff0022,652.58,3.240000000000009
ff0023,655.82,1.67999999999995
ff0024,657.5,4.1299999999999955
ff0025,661.63,5.019999999999982
ff0026,666.65,5.7000000000000455
ff0027,672.35,28
